index,country,Date,population_growth_annual_percent.,population_total.,population_density_per_square_km.,total_gdp_us_inflation_adjusted.,gdppercapita_us_inflation_adjusted.,children_and_elderly_per_100_adults.,life_expectancy_years.,child_mortality_0_5_year_olds_dying_per_1000_born.,gdp_total_yearly_growth.
91,St. Vincent and the Grenadines,2010,-1.4861571674764078,-0.6339495257231972,0.9250777332125041,-0.378846573961247,-0.24961826247696906,-1.1707269046254263,0.49465678415065917,-0.7274903396722345,-1.1594039132931744
92,Sudan,2010,0.39491352079347963,0.32825066745578924,-0.5479708506142674,-0.2784318026291187,-0.5672090392292729,0.561560239970209,-0.05375857609195051,0.10994460238372031,-0.297429602184833
93,Suriname,2010,-0.5978067112131648,-0.6222485697710337,-0.6391811141732917,-0.3731405388799269,-0.11121554502912298,-0.9588263364791713,0.36013980899681175,-0.6766460753331229,0.11876877842385147
94,Swaziland,2010,0.12661075538627845,-0.6033362332919973,-0.26297411884893424,-0.3730322649694654,-0.4194457515192537,0.05829639062285319,-2.0508182841452283,0.4194964470365465,-0.179119402620943
95,Sweden,2010,-0.7739921938305602,-0.3735260912099379,-0.5287448806142251,0.37492390849845564,2.8173057227079106,-0.9906114217011092,1.5190552872453464,-0.9921795981434917,0.6469393121912176
96,Switzerland,2010,-0.606750136726738,-0.41729945160652065,0.46139257438795417,0.5234138428456316,4.321683086271455,-1.3190573023278047,1.59148750463588,-0.9697483050527071,-0.13264039564941477
97,Thailand,2010,-1.1004272250759883,1.2486136296403494,0.08818256850477979,0.1475486965293424,-0.3265086610591058,-1.7375609244166583,1.012029765511612,-0.8142246729566013,0.999757228747818
98,Togo,2010,0.8689150730128682,-0.45461904732924824,0.020326203798748086,-0.3749966630592666,-0.6335353656583856,0.6198328962104288,-0.8401655077605982,0.3133216597401664,0.16524778539537974
99,Trinidad and Tobago,2010,-1.099532882524631,-0.5996884532589487,0.8063290949769486,-0.34556162711523786,0.45041867070126695,-1.6422056687508437,0.5981313804228497,-0.7020682075026787,-0.6578531744276837
100,Tunisia,2010,-0.5352027326181511,-0.33957367705617825,-0.2708906947313046,-0.3116873608422883,-0.38935820424798273,-1.451495157419214,1.0430721443932705,-0.7768391844719604,0.015247353805447776
101,Turkey,2010,-0.3026736692652436,1.3917188463214853,-0.12669591973098726,0.8142066309421846,0.04925137375098844,-1.0912641915705807,1.1775891195471178,-0.7514170523024046,1.2596171313613622
102,United Kingdom,2010,-0.8357018298742164,1.1391802286488926,0.8232931861534566,3.3942192402243676,1.9347376694172975,-1.0965617057742367,1.3948857717187173,-0.9592803682770077,-0.2910915557796246
103,Uruguay,2010,-1.22742386736873,-0.5424463665864944,-0.5491017900260347,-0.3175650874101974,0.12948483314104414,-0.7681158251475416,0.991334846257175,-0.8785277131501835,1.2152508065249037
104,Vanuatu,2010,0.5737820310649469,-0.6303859252293728,-0.548536320320151,-0.378815638558258,-0.46758582715328706,0.052998876419197115,-0.3952247437901791,-0.6003796788244556,-0.26996473442892993
105,Venezuela,2010,-0.1685222865616429,0.1767274968522336,-0.4721979100258653,0.22798074430072943,0.23646277899445176,-0.9323387654608893,0.8878602499849845,-0.7813254430901173,-0.9713752032719921
106,Zambia,2010,1.0388401577707622,-0.2469761839095609,-0.5530600779672198,-0.3485004903991924,-0.5685462635524405,1.3879724557406035,-1.5334453027842754,0.20565145290440073,0.8413060686176084
107,Zimbabwe,2010,0.2339318615491588,-0.24136421462794772,-0.4524064703199394,-0.3642775459235798,-0.6180235635096415,0.48209752691536334,-1.7817843338375325,0.307339981582624,1.2173634886599731
